row.ID,annotation.network.number
2559,NA
2555,NA
2591,NA
2604,NA
2577,NA
2600,NA
2554,NA
2568,NA
2563,NA
2557,NA
2640,NA
2593,NA
2564,NA
2617,NA
2590,NA
2516,NA
2633,NA
2629,NA
2622,NA
2558,NA
2513,NA
2596,NA
2607,NA
2602,NA
2798,NA
2514,NA
2573,NA
2586,NA
2641,NA
2630,NA
2624,NA
2652,NA
2567,NA
2686,NA
2638,NA
2637,NA
2619,NA
2648,NA
2651,NA
2703,NA
2578,NA
2611,NA
2694,NA
2639,NA
2781,76
2710,NA
2634,NA
2658,NA
2709,NA
2663,NA
2636,NA
2672,NA
2662,NA
2657,NA
2631,NA
2673,NA
2681,NA
2532,NA
2582,NA
2676,NA
2664,NA
2670,NA
2702,NA
2748,NA
2757,NA
2687,NA
2644,NA
2643,NA
2700,NA
2612,NA
2705,NA
2688,NA
2661,NA
2708,NA
2667,NA
2699,NA
2715,NA
2736,NA
2711,NA
2704,NA
2714,NA
2738,NA
2625,NA
2741,NA
2745,NA
2588,NA
2718,NA
2740,NA
2752,NA
2837,NA
2761,NA
2716,NA
2720,NA
2770,NA
2739,NA
2758,NA
2751,NA
2747,NA
2717,NA
2788,NA
2760,NA
2776,NA
2774,NA
2756,NA
2816,NA
2762,NA
2787,NA
2777,NA
2785,NA
2793,NA
2784,NA
2775,NA
2754,NA
2795,NA
2794,NA
2805,NA
2802,NA
2797,NA
2656,NA
2792,NA
2769,NA
2771,NA
2819,NA
2789,NA
2826,NA
2838,NA
2833,NA
2804,NA
2818,NA
2815,NA
2806,NA
2772,NA
2811,NA
2908,NA
2790,NA
2843,NA
2820,NA
2821,NA
2810,NA
2840,NA
2750,NA
2873,NA
2807,NA
2808,NA
2879,NA
2800,NA
2832,NA
2839,NA
2834,NA
2861,NA
2823,NA
2809,NA
2853,NA
2729,NA
2850,NA
2854,NA
2852,NA
2856,NA
2841,NA
2858,NA
2848,NA
2842,NA
2855,NA
2829,NA
2874,NA
2885,NA
2860,NA
2913,NA
2713,NA
2825,NA
2665,NA
2888,NA
2897,NA
2712,NA
2912,NA
2891,NA
2916,NA
2951,NA
2894,NA
2899,NA
2836,NA
2907,NA
2887,NA
2902,NA
2890,NA
2914,NA
2948,NA
2892,NA
2937,NA
2921,NA
2959,NA
2910,NA
2920,NA
2922,NA
2917,NA
2918,NA
2886,NA
2924,NA
3014,NA
2753,NA
2934,NA
2931,NA
2929,NA
2943,NA
2942,NA
2927,NA
2978,NA
2919,NA
2970,NA
2954,NA
2958,NA
2979,NA
2778,NA
2960,NA
2898,NA
2900,NA
2961,NA
2964,NA
3037,NA
3067,77
3068,77
2984,NA
2985,NA
2883,NA
2944,NA
3079,NA
2909,NA
2980,NA
2977,NA
2955,NA
2963,NA
2950,NA
2966,NA
2974,NA
2987,NA
3040,NA
2989,NA
3001,NA
2997,NA
2999,NA
2981,NA
2993,NA
2982,NA
3009,NA
2968,NA
3006,NA
3051,NA
3012,NA
2971,NA
3024,NA
3013,NA
3039,NA
3023,NA
3007,NA
3030,NA
2994,NA
3015,NA
3017,NA
3022,NA
3046,NA
2983,NA
3026,NA
3034,NA
3072,NA
3029,NA
2995,NA
3061,NA
3048,NA
3054,NA
2870,NA
3032,NA
3162,NA
2868,NA
3069,NA
2973,NA
3071,NA
3033,NA
3063,NA
3062,NA
3059,NA
3101,NA
3053,NA
3120,NA
3114,NA
2869,NA
3058,NA
3146,NA
3056,NA
2814,NA
3031,NA
3121,NA
3088,NA
3119,NA
3136,NA
3115,NA
2896,NA
3110,NA
3077,NA
3078,NA
3075,NA
3064,NA
3117,NA
3108,NA
3111,NA
3137,NA
3139,NA
3076,NA
3118,NA
3140,NA
3138,NA
3060,NA
3197,NA
3160,NA
3141,NA
3125,NA
3151,NA
3143,NA
3086,NA
3145,NA
3133,NA
3132,NA
3113,NA
3098,NA
3157,NA
3129,NA
3123,NA
3155,NA
3144,NA
3152,NA
3170,NA
3161,NA
3019,NA
3159,NA
3169,NA
3182,NA
3179,NA
3168,NA
3164,NA
3154,NA
3173,NA
3150,NA
3180,NA
3183,NA
3149,NA
3194,NA
3296,NA
3185,NA
3214,NA
3199,NA
3188,NA
3178,NA
3207,NA
3198,NA
3218,NA
3394,NA
3112,NA
3195,NA
3235,NA
