"Sample","Secretor","Diversity","Evenness","X2_FL","X3_FL","LNnT","X3_SL","DFLac","X6_SL","LNT","LNFP_I","LNFP_II","LNFP_III","LSTb","LSTc","DFLNT","LNH","DSLNT","FLNH","DFLNH","FDSLNH","DSLNH","SUM","Sia","Fuc"
"14HM470.M",1,8.13,0.43,3481.6,226.4,1532,415.5,1024.2,166.8,1950.8,1254.9,1880.2,65.9,217.5,38.6,1857.8,63.1,942.9,12.8,20.2,197.8,34.4,15383.3,3188.6,12923.9
"14HM471.M",1,4.74,0.25,6675.2,1501.9,152.3,3164.6,3368.3,68.1,219.3,281.3,930.9,32.4,69.8,34.9,1270.7,6.2,331.9,35.1,9.6,147.8,30.8,18331.2,4358.4,18902
"14HM472.M",0,4.48,0.24,51.4,209.1,731.3,549,35.8,86.6,780.7,58.6,3855.6,69.4,220.1,12.6,1328.7,45.7,567.1,48,17.3,439.4,49,9155.4,2979.1,7495.2
"14HM473.M",0,4.43,0.23,45,144.5,814.3,540.4,36.8,106.1,834.9,72.3,3873.6,117.1,204.7,14.4,1037,62.3,545.2,15.9,30.6,494.2,29.5,9018.5,3003.5,6971.2
"14HM474.M",1,7.1,0.37,3820,445.9,739.8,1344.9,1103.5,203.7,663.3,288.5,2912.6,89.1,152.1,16.7,1749.9,83.6,750,17.4,13.1,506.8,18.9,14919.7,4268.8,13813.2
"14HM475.M",1,3.97,0.21,8076.9,855.3,397.9,2305.1,535.3,91.3,534,637.8,1209.9,84.3,62.7,42.6,2154.2,52.6,401.2,17.4,45.9,142.7,40.4,17687.6,3670.5,16495
"14HM476.M",0,5.5,0.29,21.4,296.9,615,1489.7,81.8,168.9,519.3,64.2,3246.7,63,274.9,12.7,1254.2,43.8,762.9,74,13.7,324.6,21.1,9348.7,4163.5,6790.3
"14HM477.M",1,4.24,0.22,7549,326.7,1050.8,621.2,361.2,222.2,800.7,1563.2,1328.3,44.3,126.7,97.1,1477.3,98.4,425.7,60.1,189.5,300.9,104.2,16747.6,2728.9,15228.6
"14HM478.M",1,6.78,0.36,1126.4,329.7,824.2,805.1,971.2,95.9,777.6,92.4,3928,71.1,216.9,17.1,1683.7,106.8,693.9,22,18.5,905.9,40.6,12726.9,4415.8,11822.1
"14HM479.M",1,7.19,0.38,4275.4,364.1,987.7,900.7,387,869.4,902.3,473.8,2115.8,45.7,104.9,246.1,2072.3,96,346.5,46,26.4,476.1,296.2,15032.5,4358.9,12768.2
"14HM480.M",1,7.93,0.42,3140.5,340.2,1215.1,822.4,1001.5,144.6,1010,642.7,2173,86.8,187.5,11.2,2481.8,90.8,855.9,13.3,13.2,200.7,5.8,14436.9,3290.3,13590.3
"14HM481.M",1,3.36,0.18,8485.9,656.5,348.7,1928.2,657.3,199.4,436.8,379.7,1404.8,32.2,72.6,20.2,1179,27.7,229.4,10.2,30.4,323.2,34.3,16456.5,3394.3,15025.7
"14HM482.M",1,3.56,0.19,7949.9,266.4,790.7,403.2,431.1,338.8,686.7,1621.3,658.1,46.9,87.5,121.9,1270.9,91.3,492.5,124.3,180.2,114.5,101.4,15777.6,2368.3,14545.6
"14HM483.M",0,4.88,0.26,27.8,309.4,673.5,706.6,46.2,79.3,767.3,55.3,3375.7,66.3,119.5,12.8,945.1,81.6,253.4,11.6,26.9,881.5,56.6,8496.4,3301.3,6763.9
"14HM484.M",1,5.65,0.3,5386,402.2,871.5,1130.4,577.7,147.1,1553.9,989,2204.2,65.7,109.9,47.6,1550.7,62.3,205.4,38.4,8.9,99,8.3,15458.3,2060.5,13459.1
"14HM485.M",0,5.18,0.27,35,384.8,337.3,964.7,71,112.1,943.3,274.5,3299.4,93.3,158.7,41.8,1560.6,90.2,392.3,25.4,11.1,222.3,10.7,9028.5,2527.8,7620.3
"14HM486.M",0,5.98,0.32,5.3,56.2,895.1,397.2,43.6,567.3,2477.8,189.7,2616.8,181.8,165.5,85.6,420.4,296.5,284.7,285.1,32,402.6,54.8,9458,2699.8,4729.6
"14HM487.M",1,3.31,0.17,9433,416.3,312.4,824.8,2012,150.1,872.1,2864.3,575.9,120.4,120.4,7.9,13.7,9.7,510.2,52.3,155.2,75.1,2.3,18528.2,2278.4,17899.1
"14HM488.M",1,8.34,0.44,1599.5,513.2,496.2,2025.5,1134.7,92.6,1160.5,482.8,2588.4,128.2,228.3,13.9,2545.9,66.8,1067.2,13.8,11.5,98.3,9.5,14276.9,4710.4,12808.3
"14HM489.M",1,6.06,0.32,4831.7,286.3,682.6,847.8,519.7,244.9,1518.9,601.1,2268.9,88.8,109.2,46.5,1561.3,113.3,341.4,148.3,37.1,364.6,58.1,14670.5,2776.5,12826
"14HM490.M",1,5.66,0.3,5416.7,235.2,693.4,612.2,975.5,535.8,927.7,1176.7,1142.9,54.8,69.8,250.7,1846.8,102.9,255.6,111.1,50.7,159.1,180.3,14798.1,2658.7,14042.5
"14HM491.M",1,7.52,0.4,3399.9,229.3,1095.6,570.1,417.5,285,2055.8,979.2,2122.8,79.6,111.8,112.4,1983.6,98,339.2,107.9,19.8,232.1,77.9,14317.5,2377.7,11992.7
"14HM492.M",1,6.14,0.32,5338,263.8,630.8,794.5,397.2,765,1461.9,1537.1,752.1,110.9,137.6,204,1760.7,100.1,588,248.6,169.3,104.7,120.7,15484.9,3527.7,13009.4
"14HM493.M",1,4.42,0.23,6696.8,161.7,683.5,109,247.6,856.9,1346.5,3057.3,383.3,173.6,81.6,250.9,331.5,56,515.5,157,538.9,97.7,313.3,16058.7,3151.4,12963.4
"14HM494.M",1,5.67,0.3,5986.2,255.7,805.9,581.7,1079.9,650.6,1200.7,1181.1,1373.3,72.5,90.1,302.6,1838.4,95.4,288.8,91.6,37.7,162.4,205.8,16300.4,2939.1,15034.8
"14HM495.M",1,2.33,0.12,11928.7,275.9,422,226.8,1287.5,63.2,646.6,2650.2,465.4,75.1,89.5,23.3,30.3,30.7,350.1,24.9,137.8,101.4,1.4,18830.7,1308.7,18432.7
"14HM496.M",1,6.7,0.35,4244,149.2,1280.7,345.1,280.5,209.8,2661.7,1667.6,1474.9,108.6,139.3,57.3,1764.3,122.8,490,123,58,168.2,61.5,15406.6,2191.1,12141.2
"14HM497.M",1,1.74,0.09,14971.5,374.2,391.8,285.3,330.5,577.8,221.7,1624.7,221.2,42.9,55.8,85.7,218.6,26.7,216.2,10.1,164.1,21.9,59.7,19900.2,1600.2,18692.8
"14HM498.M",1,7.17,0.38,4590.7,330.4,522.4,927.1,627,1038.8,1242.6,518.8,1800.4,112.2,105.4,211.3,1621.7,150,497.2,211.4,52.9,381.9,220.9,15163.1,4482.6,12549
"14HM499.M",1,7.5,0.4,3115.2,496,546.8,1820.3,927.8,98.8,900,852.3,2170.7,77.9,86.7,44.7,2708.3,78.3,271.1,39.6,13.7,262.1,27.9,14538.2,3172.6,14313.5
"14HM500.M",1,5.7,0.3,5516.8,345.2,581.7,1031.2,732.3,221.5,1377.6,742.9,2094.5,61.4,146.9,49.7,1638.4,76.5,423.2,63.4,29.5,341,74.4,15548.1,3126.5,13965.6
"14HM501.M",1,6.68,0.35,4892.6,230.2,839.8,594.5,1028.7,633.1,1222.1,1285.8,1617.2,53.2,91,273.7,2058.8,105.5,245.7,81.5,40.2,195.6,183,15672.2,2840.9,14611.7
"14HM502.M",1,2.18,0.12,12229.6,393.4,229.6,477.8,864.2,84.4,625.4,2629.7,358.3,73.4,100.1,44,11.3,9.5,312.7,11,68.5,41.6,3.1,18567.6,1420.9,17625.2
"14HM503.M",1,5.78,0.3,5706,299.9,751.2,623.6,1112.2,589,1200.7,1110.7,1460.9,49.2,78.7,207.5,1841.5,107.5,231.4,76.9,36,202.7,186.9,15872.4,2740.6,14885.6
"14HM504.M",1,3.97,0.21,7932.3,384.9,689.3,1104.5,492.1,219.5,971.2,897.9,1720,61.6,105.9,111.2,1509.4,93.9,271.4,58.8,17.2,226.5,69,16936.6,2675,15319.5
"14HM505.M",1,6.98,0.37,4575.9,308.5,852.6,926.1,415.7,350.7,1731.4,916.4,1765,88.8,135.5,180.6,2045.5,146.3,381.7,202.3,52.9,292.5,127.3,15495.5,3195.7,13177.5
"14HM506.M",1,5.7,0.3,5455.4,426.7,797.2,1098.7,436.3,88.3,1315.5,927.8,2075.8,69.8,122.6,54.1,2170.7,83,374.5,18.5,10.2,246,36.5,15807.7,2677.9,14454.5
"14HM507.M",1,6.68,0.35,4681.8,347.7,756.4,1154.2,638.6,113.7,1753.2,1162.3,1998.7,87.8,174.5,29.7,2309.1,56.2,507.2,56.7,21.7,159.4,19.7,16028.8,2844.8,14433.3
"14HM508.M",1,6.62,0.35,4575.4,225.7,777.2,503.4,338.6,476.1,1891.1,1549.1,1486.9,80.5,151.1,141.4,2128.2,70.1,404.1,66.6,72.6,198.7,126.2,15263.1,2730.2,13261.6
"14HM509.M",1,2.22,0.12,12988.3,311.3,302.7,1355.8,521.2,210,353.9,590.7,895.4,35.5,50.6,47.8,1303.3,77.7,230.4,68.1,53.7,215.7,53.6,19665.9,2663.6,18861.4
"14HM510.M",1,3.02,0.16,9941.3,326.2,551.1,421.5,691.9,179.7,1375.8,2422,902.1,81.8,128.5,37.3,56.5,37.4,419,57,259.5,197.3,33.3,18119.3,2066.3,15943.5
"14HM511.M",1,4.8,0.25,6563.8,374.3,682.3,982.8,565.5,87.4,1214.1,1264.2,1532.2,63.1,168.3,32.8,1597.5,93.5,330.5,75.7,67.8,255.5,23.7,15975.2,2490.7,14590.5
"14HM512.M",0,5.87,0.31,11.1,336.6,702.6,1055.6,93.3,165.2,2008.6,286.8,3142.5,99.3,279.2,58.7,596.5,74,564.6,44.5,6.2,323.9,26.2,9875.2,3388,5636.7
"14HM513.M",1,7,0.37,3800.4,453.4,581.4,1351.3,567.7,134.9,1566.9,626.2,2677,68.6,160.7,39.4,2268.5,53,450.5,18.7,7.6,242.2,40.4,15108.9,3152.6,13574.1
"14HM514.M",1,3.98,0.21,7812.7,283,1041.7,506,492.8,133.9,1389.1,1711.6,932.8,100.2,127.4,76,1227.7,111.4,452.8,109.5,66.9,118.8,31.9,16726.2,2050.4,14643.4
"14HM515.M",0,5.3,0.28,23.9,392.7,477,1041.4,72.4,82,1224.9,227.4,3505.7,101.4,196.6,61.5,993.2,96.9,611,11.4,10.5,287,25.2,9442,3227.8,6701.7
"14HM516.M",1,6.78,0.36,4330.9,588.4,781.7,1410,735.3,164.9,1436.1,501.4,3020.5,67.7,103.8,47.3,1567.3,138.8,232.4,83.2,11.6,450,49.9,15721.2,3190.8,13670.3
"14HM517.M",0,5.59,0.29,20.2,335,397.7,945.2,64.5,116.9,1277.7,245.5,3292.6,121,147.4,57.5,1045.2,121.5,487.5,44.7,9.8,502.5,30.2,9262.7,3307.5,6800.5
"14HM518.M",1,7.22,0.38,3834.7,751.9,327.1,2348.5,1369.5,99.4,960.8,404.9,2211.7,73.3,100.4,18.5,2241.4,68.4,616.1,23.5,6.8,245.2,17,15719.2,4323.5,14780.9
"14HM519.M",0,4.82,0.25,2,60.2,1151.7,231.8,24.6,454.7,3082.5,228.4,2950.8,92.5,181.4,71.1,411.7,88,530,55,5.3,232.5,67.6,9921.9,2599.1,4504.6
"14HM520.M",0,5.73,0.3,27.2,440.6,280.5,2710.2,13.8,92.9,667.3,221.4,2277.6,82.6,187.6,32.8,1680.7,97.9,598.3,15.6,26.2,298.6,12.8,9764.6,4843,6805.1
"14HM521.M",0,6,0.32,6.7,427.7,396.3,953.6,62.5,93.7,842.9,230.8,2705.2,84.2,249.2,36.6,2128.4,90.5,488.1,205.4,21.9,190.7,35.4,9249.7,2761.4,8276.3
"14HM522.M",1,3.81,0.2,8318.1,421.4,535.5,973.9,403.3,641.7,635.1,852.5,1083.6,43.4,71.1,131.7,1925.3,90,482.2,95.7,89.4,221.3,178.4,17193.6,3582.1,15872.2
"14HM523.M",0,5.74,0.3,16.9,429.5,352.6,981.8,61.1,98.8,1158,260.5,3182,106.7,155.3,56.8,1324.2,111.7,439.9,18.9,10.3,505.5,32.2,9302.4,3247.7,7311
"14HM524.M",0,5.01,0.26,23.4,494.6,311.3,885.5,70.6,108.7,907.5,214.9,3709.4,94.9,218.5,66.1,1583.9,92,573.2,5.8,17.5,294.3,28.6,9700.6,3070.9,8181.4
"14HM525.M",0,5.42,0.29,7.9,54.6,1031.8,216.4,41.6,556,2847,233.4,2569.4,101.3,203.9,84.3,346,104.8,517.2,55.8,9.2,465.7,117.6,9564.1,3261.7,4281.8
"14HM526.M",1,3.3,0.17,9463.9,784.1,218.5,2149.4,1581.8,54.2,507.8,474.9,1038.6,73.4,75.9,10.7,1261.5,40.6,295.6,24.8,19.1,138.1,3.2,18216,3164,17722.5
"14HM527.M",1,6.02,0.32,5114.7,494.5,662.1,1582.8,538.7,302.5,1092.5,584.2,1831.7,49.4,119.2,114.6,2289.8,58.2,354.9,41.6,19.3,212.4,62.2,15525.2,3378.1,14024.1
"14HM528.M",0,5.54,0.29,11.3,170.1,644.2,614.2,49.5,127.8,1595.5,242.8,3061,133.3,231,36.7,915.2,73.2,818.5,8.2,10.8,188,12.3,8943.6,3047.4,5765.6
"14HM529.M",1,6.68,0.35,4914.3,389.1,987,1049.7,707.2,289.6,1578.5,843.9,2134.8,122.9,66.1,85.8,1686.9,157.2,251,113.9,34.7,407,82,15901.4,2971.1,13783.3
"14HM530.M",1,6.39,0.34,5004.1,228.1,913.7,588.7,336.6,705.9,1250.2,1174.1,1128.2,83.3,80.8,201.1,1898.7,191.9,255.3,236,148.8,297.9,244.7,14968.4,3172.4,12920.1
"14HM531.M",1,3.67,0.19,8564.3,460.7,579,1202.4,692.3,166.5,1092.8,814.9,1463.3,61.6,84.3,36.2,1276.6,71.8,329.3,52.5,40.4,277.9,38.6,17305.6,2781,15714
"14HM532.M",1,3.69,0.19,8223.7,533.7,342.6,1392.8,1835.3,56.1,573.1,805.5,727.4,86.3,89,17.4,1550.1,31.2,477.5,20.6,37.2,96.6,4.1,16900.2,2711.7,17339.1
"14HM533.M",1,5.14,0.27,6078.4,255.7,768.9,433.2,437.4,422,1229.6,1682.3,923.1,93.2,139.2,75.9,1439.9,86,720.3,77.6,192.1,205.3,132.2,15392.3,3185.8,13454.4
"14HM534.M",1,7.37,0.39,3471.7,202.9,857.5,721,1597.4,134.9,1187.8,409.4,2119.3,132.4,131.8,9.7,1256.9,97.2,636.9,19.7,10.5,323,16.8,13336.4,2950.4,12407.8
"14HM535.M",1,6.79,0.36,4727.4,234.3,993.4,493.7,268.1,1212.8,974.7,1764.5,775.7,83.9,61.8,502.5,1484.3,115.5,471.8,158.7,165.4,111.8,302.6,14902.7,4043,11691.7
"14HM536.M",1,4.97,0.26,6556.4,389.5,795.6,934,319.6,653.2,842.2,728,1310.7,57.5,90.4,247.4,1897.1,172.5,275.1,178.3,82.8,334.8,231.5,16096.5,3607.7,14154.3
"14HM537.M",0,6.57,0.35,4.7,107.3,619.1,321.5,24,686.3,890.2,81.1,2570,73.7,72.1,167.7,516.7,177.3,474,28.4,12.8,930.5,306.8,8064.3,4670.2,4902.9
"14HM538.M",0,4.95,0.26,46.2,264.8,448.3,1270.6,94.5,85.9,608.3,108,3464,73.8,168.8,42.1,1181.2,77.7,526.2,16.9,9.7,423.2,36.9,8947.1,3540.2,6967.8
"14HM539.M",1,6.68,0.35,4490.9,478.2,749.5,1541.9,940.8,111.6,1103,492.4,2404.2,83.7,163.3,24.8,2322.6,55.5,576.8,12.3,6,204.7,20.2,15782.4,3445.2,14705
"14HM540.M",1,7.41,0.39,4180.2,282.9,1108.6,663.2,1113.5,149.2,1910.9,1509.6,1582.9,122.5,198.6,9.8,2268.4,41.4,776.8,19.2,18.4,82.8,4.6,16043.5,2749.3,14580.7
"14HM541.M",1,8.19,0.43,3253.9,261.9,1229.6,770.9,322.1,678.4,1709.4,1670.5,1370.7,82.3,77.6,373.9,2651.3,64.1,558.4,28.7,37.6,115.4,6.5,15263.2,3261.4,12805.3
"14HM542.M",1,6.31,0.33,4770.8,445.4,503.8,1005.1,1929,70.1,691.1,1210.7,1116.6,93.7,115.3,14.1,2514.2,63.8,608.6,44.8,56.2,207.9,6.2,15467.5,2850.2,16888.7
"14HM543.M",1,4.52,0.24,7350.3,924.9,384.5,2376,1194.5,104.5,593.4,316.6,1791.9,73.3,130.6,23.7,1572.8,60,505.6,14,5,162.6,18.9,17603.1,4009,16178.2
"14HM544.M",1,6.33,0.33,4686.3,435.6,790.2,1252.6,483.8,237,1312,759.4,2001.3,54.5,145.9,85.1,1941.6,80.7,285,35.8,9.7,199.6,56.2,14852.3,2802.3,13042.7
"14HM545.M",1,5.9,0.31,5569.6,401.1,607.6,1049.6,446.9,1094.3,1033.4,583.7,1307.2,72.3,73.8,198.9,1570.3,158.1,241.6,160.5,95.4,389.2,321.2,15374.8,4320.7,12709
"14HM546.M",0,5.24,0.28,63.6,180.7,550.1,326.9,43.6,530,1419,174,3389.7,106.5,78.5,100.7,753.8,142.8,177.7,55.1,19.8,660.2,203.3,8975.9,3118.5,6264.2
"14HM547.M",1,5.36,0.28,5636.5,458.5,550.7,1523.1,576.5,109.6,898.3,441.2,2503.7,90,106.2,13.7,2079.2,64.9,522.4,9.8,7.1,250,17.8,15859.3,3333.2,14715.4
"14HM548.M",0,6.49,0.34,10.6,84.9,911.6,537.6,51.5,610.1,1842,146.3,2693.3,92,198.1,146.3,553.1,103.8,412.1,54,13.9,557.9,192,9211.1,3816.1,4875.8
"14HM549.M",1,3.55,0.19,8985.5,942,154.7,2832.6,1474.5,67.5,371.5,488.8,743.9,58.9,88.4,14.2,1689.7,27.6,362.5,16.6,15.3,98,10.5,18442.8,3944.9,17692.6
"14HM550.M",1,4.62,0.24,6843.2,235.1,1218.9,364.6,410.9,207.8,1292.8,2574,1080.5,73.4,157.1,71.6,1337.9,58.9,414,41.7,110.2,134.8,57.7,16685,2014.1,14700.7
"14HM551.M",1,7.04,0.37,4741.4,372.9,762.4,1141.6,869,754.6,1275.1,420.8,1735.1,73.7,122.1,63.8,1384,99.8,684.5,49.9,70.1,547.8,163,15331.4,4872.8,12587.6
"14HM552.M",0,6.49,0.34,23.8,63.5,1007.1,224.7,24.7,960.2,1952.3,140.8,2519.5,122.3,104.5,306.8,368.9,172.8,381.9,54.8,4.4,441.5,266.5,9141.1,3775.9,4162.2
"14HM553.M",1,2.11,0.11,13277.2,377.2,375.2,328.1,504.2,559.8,619.2,1852,545.7,57,109.5,97.4,54.8,58.4,287.5,15.3,168.6,128,135.5,19550.6,2196.7,17707.9
"14HM554.M",0,6.05,0.32,26.5,42.3,1189.6,267.6,44.7,532.8,1730.3,127.9,2668,76.9,127.8,77.6,415.4,131.4,359.4,24.1,7.2,771.2,205.8,8826.5,3678.6,4671.4
"14HM555.M",0,5.71,0.3,9.1,60.8,1416.8,356.9,37.4,264.3,2560.5,171.1,2296.5,131.6,184.9,45.6,308.2,130.7,559.1,49.4,7.9,511.3,96.5,9198.8,3185.5,3936.9
"14HM556.M",1,3.15,0.17,9402.9,355.1,700.2,948.6,568.7,250.6,661.1,878.9,1332.6,30.2,63.1,101.6,1186.6,88.1,257,45.8,54.7,259,96.1,17281,2588,15924.7
"14HM557.M",1,3.44,0.18,8910.2,440.8,543,1450.3,656.9,129.6,545,968.5,1237.7,53.4,68.3,41.9,1517.7,79.5,356.4,56.6,41.8,241,32.8,17371.4,2950.5,16340.8
"14HM558.M",1,5.82,0.31,5675.2,501,784.2,1328.9,824.7,246.7,841.1,718.6,1690.4,44,148.4,66.8,2466.4,74.5,508.4,51.5,36.5,290.4,89.5,16387.3,3567.6,15626.4
"14HM559.M",1,7.11,0.37,4017.6,821.2,462.9,2222.7,1666.2,86.2,563.8,454.6,1670.2,98.3,136.5,10.1,2562.5,51.5,610.1,28.8,17.5,319.5,7.7,15808,4330.1,15902.7
"14HM560.M",0,5.05,0.27,9.9,129,622.3,456.6,32.7,268.1,680.7,63.1,3217.4,75.8,112.4,36.7,994.2,122.6,375.4,30.4,15.4,837.7,145.5,8225.9,3591,6447.9
"14HM561.M",0,5.2,0.27,79.2,13.2,2108.8,500.3,105.5,236.7,3170,151,1322.4,90.6,204,51.3,188.9,105.3,720.3,46.4,10.7,292.1,86,9482.8,3189.2,2605.1
"14HM562.M",0,4.47,0.24,37,260.5,624,708.7,71.9,78.3,803.5,137,3874.4,93.7,149,43.7,1664.3,98.2,457,22.2,14.4,236.4,20.5,9394.7,2407.5,8162.4
"14HM563.M",1,6.88,0.36,4095.9,444,867.2,1454.4,532.6,176.5,1136.2,562.1,2242.6,51.6,175.3,26.1,2574.4,60.9,536.5,24.5,9.1,245.4,33.7,15248.8,3463.5,13898.1
"14HM564.M",1,6.88,0.36,4451.5,592.1,719,1314.6,1880.2,82.7,775.8,437.9,2040.5,78.3,128.4,31.6,1808.8,94.8,720.9,37.4,11.7,249.7,19.3,15475.3,3537.1,15288.9
"14HM565.M",1,5.67,0.3,5808.2,376.4,910.6,600.6,938.6,413.6,1059.2,736,1713.3,49.9,123.6,100.3,1868,142.3,414.2,95.2,48.4,353.3,144.1,15895.8,3061.6,14842.3
"14HM566.M",1,6,0.32,5201.7,350.7,753.3,650.9,825,574.4,516,673.2,1733.9,35.8,76.1,97.1,1695,145.2,372.2,83.7,126.4,698.6,187.6,14796.6,3915.1,14070.3
"14HM567.M",0,5.2,0.27,76,280.9,516.5,504,60.2,736.9,732.2,89.6,3555.9,84.3,125.5,76.9,1274.4,84.8,243.5,21.3,18.3,551.2,201.3,9233.4,3435.3,7364.9
"14HM568.M",1,6.67,0.35,4623.5,393.9,794.5,657.6,957.1,499.1,969.6,567.2,1843.4,66.5,97.2,241.5,2322,148,269.2,98.6,17.5,317.3,199.7,15083.5,3067.9,14503.7
"14HM569.M",1,6.49,0.34,4873.3,551.3,344.6,1030.1,1278.9,317.8,540.7,308.4,1872.8,354.8,443.7,69.8,1512.9,86.4,577.1,276.4,7,347.1,66.5,14859.6,3842.9,14181.7
"14HM570.M",1,3.74,0.2,8013.5,541.5,473.1,942.8,1128,182.9,592.9,714.9,1246.1,53.6,73,32.5,1786.1,75.3,310.6,14.5,32,249.7,34.3,16497.2,2420.4,16726
"14HM571.M",1,3.84,0.2,8382.4,612.4,560.2,1345.4,728.8,111,599.8,701.7,1624.1,38.4,66.2,63,2273.8,77.4,209.1,18.4,32.6,258.5,48.2,17751.4,2617.1,17706.4
"14HM572.M",1,6.87,0.36,4639.5,362.8,1112.9,706.6,933.1,198.3,1500.4,802.7,2234.8,306.5,150.2,32.2,1850.9,55.7,439.7,23.7,13.5,326.6,49.7,15739.9,2719.5,14291.6
"14HM573.M",1,4.91,0.26,6570.5,1458.1,180.1,2849.5,3562.2,33.7,303.4,428.6,823.9,101,85.1,16.4,1624.7,9.9,352.5,28.4,9.9,73.4,6.9,18518.2,3850.3,19877.7
"14HM574.M",1,3.44,0.18,8898.1,535.4,425.1,708.2,1025,108.7,763,952.6,1161,56.6,72.7,25.8,1818.2,86.9,256.5,79.6,80.1,269.7,25.8,17349,2019.4,17799.8
"14HM575.M",1,4.48,0.24,7088.6,271.8,992.6,479.1,295.2,323.4,1113.2,2342,1080.2,56.7,81.6,171,1438.9,81.4,372.5,63,134,144.2,123.7,16653.2,2336,14782.7
"14HM576.M",1,7.49,0.39,3522.3,442.8,974.3,855.6,938.7,168.9,1469.2,682.9,2707.1,94.6,146.4,39.5,1861.3,75.6,485.7,31.4,9.5,195.2,21.8,14722.7,2615.8,13295.2
"14HM577.M",1,3.03,0.16,10066.7,655.7,587.3,1058.2,1362.2,276.2,397.6,2412.6,404.7,48,89.3,293.6,162.2,15.9,298.3,5.2,45.3,30,167,18376.2,2707.9,16762.4
"14HM578.M",1,5.71,0.3,5021.3,730.5,416.2,2134,788.1,98.7,625.4,496.4,1645.7,64.6,121.6,15.4,2446.8,44.2,357.4,14.6,9.6,179.8,15.6,15226.1,3475.5,14642
"14HM579.M",1,7.36,0.39,2191.2,369.4,888.1,1008,1273.2,96.2,905.9,331.4,3440.2,79.8,146.4,20.6,2080,92.2,413.1,17.5,6.6,400.7,27.7,13788.3,2954.4,13550
"14HM580.M",0,6.06,0.32,9.9,38.6,1221.1,208.8,34.1,1074.6,2585.1,155.5,2043.4,106,95.6,187,247.3,115.8,334.7,38.8,4.5,475.3,274,9249.9,3733.9,3439.1
"14HM581.M",1,3.19,0.17,9885,666,337,2165.1,583.3,192.1,665,591.9,1274.9,46.7,72,37.9,1601.9,34.1,222.8,25.4,11.2,151.6,36.5,18600.4,3288.8,17034.4
"14HM582.M",1,5.99,0.32,5104.2,211.2,757,577.4,304.5,564.8,1363.5,881.8,1214.6,80.8,131.2,210.9,2110.3,120.9,493.9,171.6,72.6,210.4,193.1,14774.6,3279,12849.3
"14HM583.M",1,4.76,0.25,6850.3,327.6,1243.6,869.8,405.5,179,1229.4,934.3,1674.1,104,68.9,169.4,1662,120.9,368.4,112.9,37.8,184.4,40.5,16582.8,2473.8,14398.1
"14HM584.M",0,3.64,0.19,22,121.3,1000.4,420.5,41.2,260.7,4812.8,350.2,1308.5,122.9,239.6,22.6,102.4,53,557.4,174,13.7,211.6,32.7,9867.6,2547,2625.1
"14HM585.M",1,5.1,0.27,6050.2,605.4,727.1,1922.5,524.5,521.4,460.6,111.9,2983.3,64.7,39.6,225,1015,173,88.9,43.4,27.3,522.3,228,16333.9,4386.9,13514.6
"14HM586.M",1,6.6,0.35,4868.5,417.7,511,1331.2,812.8,183.1,1477.7,1004.4,2005.3,77.8,210.9,21.2,2274,44.3,584.4,30.1,29.2,234,12.3,16130.2,3408.1,14869.9
"14HM587.M",1,5.2,0.27,6117.2,285.2,881.3,798.6,349.5,204.2,1278.7,815.7,1853.8,63.2,94.4,101.2,1953.5,149.7,430.7,122.2,38,346.2,85,15968.2,2922,14285.4
"14HM588.M",1,3.97,0.21,7806,525.6,564.9,1520.9,486.2,441.2,652,573.9,1433.8,42.8,64.2,210.1,1517.5,81.5,200.1,67.7,23.3,242.1,166.4,16620.1,3453.7,14745.7
"14HM589.M",1,6.69,0.35,3863.3,481.3,625.3,1303.8,654.6,225.7,1316.7,351.6,3197.2,73.8,131.9,70.7,1504,97.8,286.4,33,9.1,404.3,81.1,14711.4,3275.5,12739.8
"14HM590.M",0,5.05,0.27,16.5,86.7,819.1,433.8,53.3,212.3,2642.4,212.9,2918.9,89.6,201.9,33.9,407.1,70.4,690.5,29.5,9.9,346.7,71.7,9347,3099.6,4641.3
"14HM591.M",1,3.75,0.2,8436.6,707.1,315.1,2072.8,992.5,91.7,616.5,446.5,1308.4,54.7,96.1,29.9,1868.5,36.7,375.6,14.2,10.8,147.2,14,17635,3364.2,16858.5
"14HM592.M",0,5.67,0.3,79.1,416.8,471.2,893.7,122.2,223.9,1749.8,197.5,3171.3,89.4,151.2,17.5,794.5,86.3,285.4,51.9,6.8,517.5,33.8,9359.6,2959.3,6370.4
"14HM593.M",1,5.24,0.28,6031.6,334.3,496.4,541.7,948.2,324.2,1944.8,653,1622.2,94.7,135.1,36.6,1271.6,100.6,521.1,147,76,360.3,40.9,15680.3,2882.3,13834.4
"14HM594.M",1,7.12,0.38,4301.5,202,731.3,474.6,198.8,1482.3,2130.3,1559.5,966,98.2,98.7,360.9,1977.5,80.1,391.7,115.2,73.1,77.8,172,15491.5,3699.7,11818.8
"14HM595.M",1,4.59,0.24,7029.3,281.7,518.8,789.7,391.8,768.1,1313.4,1374.8,941.2,60.6,142.8,149.6,1881.9,40.6,456,60.7,89.9,125.6,111.2,16527.5,3235.8,14601
"14HM596.M",1,4.57,0.24,7095.4,478.8,417.1,1476.2,750.2,181.6,948.9,1077.3,1711.1,71.3,73,18.1,1821.2,58.4,362.9,37.2,26.1,224,4.2,16833,2931.1,15889.9
